file_id,path,source_url,expected_size,actual_size,size_ok,published_md5,local_md5,md5_ok,local_sha256,attempts,status,elapsed_sec
LINKS_028,links/logainmie_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/logainmie_links.nt.bz2,10814,10814,True,44e364170ce3734459a4791452d83ede,44e364170ce3734459a4791452d83ede,True,abdc8646f475cd5b743301ddf9bdbbc3c9c14955f94e54520e25ee6e1a17de0e,1,DOWNLOADED_VALID,0.161
LINKS_029,links/manifestation_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/manifestation_links.nt.bz2,85035,85035,True,dc6f66f486b4d6c1af84cff7335c1f7b,dc6f66f486b4d6c1af84cff7335c1f7b,True,0d4abb30972562ac05c7ef2de36d75e257500cefa5337132dedf23350178252e,1,DOWNLOADED_VALID,0.265
LINKS_030,links/nuts_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/nuts_links.nt.bz2,2943,2943,True,1ec39bb1e0287a9ead47df8e8711e392,1ec39bb1e0287a9ead47df8e8711e392,True,b84bd4c2ee02017c7d52a4f82e66030428c385097f2266e7bf22ab3e91350f65,1,DOWNLOADED_VALID,0.149
LINKS_031,links/nytimes.nt.bz2,https://downloads.dbpedia.org/2016-10/links/nytimes.nt.bz2,150955,150955,True,5f93924c7394abba45c645948b814dbb,5f93924c7394abba45c645948b814dbb,True,a6f8ab3828c8d622f94ace7ca297a26f2e96a92453faa86d4bb710768ee91c98,1,DOWNLOADED_VALID,0.332
LINKS_032,links/ocd_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/ocd_links.nt.bz2,16970,16970,True,9808bf59acf9903fcdb6876a24f213fa,9808bf59acf9903fcdb6876a24f213fa,True,f15e8e011e236c3e25cbb41f310b7601f5db0c41df38869bfecb083adb7c2ab5,1,DOWNLOADED_VALID,0.195
LINKS_033,links/openei_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/openei_links.nt.bz2,7615,7615,True,249f91ca7f158a3e990b16a2982fad5c,249f91ca7f158a3e990b16a2982fad5c,True,3847370ed842259e4abdc395c57b9d2641241e55101fe737367f74bff0257e93,1,DOWNLOADED_VALID,0.162
LINKS_034,links/organisation_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/organisation_links.nt.bz2,47759,47759,True,05abeabec04637c619e8f9a5636746ab,05abeabec04637c619e8f9a5636746ab,True,dd3803cd29a5e8ff66084e3c95287adebcf7fb2864a2cd518bcb0478b1137385,1,DOWNLOADED_VALID,0.238
LINKS_035,links/revyu.nt.bz2,https://downloads.dbpedia.org/2016-10/links/revyu.nt.bz2,437,437,True,0891e2f8bf9b43d28a8afa1900b39e38,0891e2f8bf9b43d28a8afa1900b39e38,True,adaa49620eeb40d91e10bd8c40118ad81f44e81f73cd81d0ec6650633e113368,1,DOWNLOADED_VALID,0.166
LINKS_036,links/sider.nt.bz2,https://downloads.dbpedia.org/2016-10/links/sider.nt.bz2,16740,16740,True,dd57066f0ff3d601c059cb2205909dc1,dd57066f0ff3d601c059cb2205909dc1,True,798eb35c10fad72671cfd6c21aaa8f051e1aefde72c8fa9c138e00190c1b57fa,1,DOWNLOADED_VALID,0.193
LINKS_037,links/springer_nature_scigraph_subjects.nt.bz2,https://downloads.dbpedia.org/2016-10/links/springer_nature_scigraph_subjects.nt.bz2,29047,29047,True,c79d0d2737c6ae4f649ac7a75eff843d,c79d0d2737c6ae4f649ac7a75eff843d,True,0147ddd5d0889bdc415222fa45611a698b15389e2d62401bc4d3839a920b5475,1,DOWNLOADED_VALID,0.203
LINKS_038,links/tcm.nt.bz2,https://downloads.dbpedia.org/2016-10/links/tcm.nt.bz2,8704,8704,True,db66c3ff36b015fd5bf0e6fdb6c8570a,db66c3ff36b015fd5bf0e6fdb6c8570a,True,ba69ada9b2c13e1a51712e0e941e1f7bcfefee859453a99aede1df1a04dbc851,1,DOWNLOADED_VALID,0.16
LINKS_039,links/transparency_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/transparency_links.nt.bz2,1781,1781,True,4a1ebed507a43fadac6cb7ef1f7a12d1,4a1ebed507a43fadac6cb7ef1f7a12d1,True,15315d807a1970a8f19574469051f13e9e165e28f0fc798b25b36de3b895bb73,1,DOWNLOADED_VALID,0.148
LINKS_040,links/uk-university-links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/uk-university-links.nt.bz2,2200,2200,True,2a2c3a38a6bce00b8ca0cf43c978700c,2a2c3a38a6bce00b8ca0cf43c978700c,True,a3a2f5cb8afd9c9a528a72f5a567081c29bfdc75c02520f1c59a18ffdb4365c1,1,DOWNLOADED_VALID,0.15
LINKS_041,links/umbel_links_fixed.nt.bz2,https://downloads.dbpedia.org/2016-10/links/umbel_links_fixed.nt.bz2,4139168,4139168,True,e281c2fc690b691465f4ac7dbcf597e0,e281c2fc690b691465f4ac7dbcf597e0,True,9e1974421a500243f1bd29fa199f26a2fde207816141debf27230ded9b417d7f,1,DOWNLOADED_VALID,0.58
LINKS_042,links/uscensus.nt.bz2,https://downloads.dbpedia.org/2016-10/links/uscensus.nt.bz2,158040,158040,True,d961dd36a340d4c3aed3e65c8c24a70b,d961dd36a340d4c3aed3e65c8c24a70b,True,e8b44eb96d9417ecede9dc8f040f210345e746906ef517d17e8632ae5b93aa2d,1,DOWNLOADED_VALID,0.313
LINKS_043,links/viaf2dbpedia.nt.bz2,https://downloads.dbpedia.org/2016-10/links/viaf2dbpedia.nt.bz2,1768771,1768771,True,dd17279267cb2b7fcfe5747143fac78c,dd17279267cb2b7fcfe5747143fac78c,True,367eb4242ff59831a9d69ca72789e6a47bf9ea3af010a022cb170067167f64d0,1,DOWNLOADED_VALID,0.502
LINKS_044,links/wl-example.nt.bz2,https://downloads.dbpedia.org/2016-10/links/wl-example.nt.bz2,404,404,True,104ef0877adf64f55ee3033b85ab3dc0,104ef0877adf64f55ee3033b85ab3dc0,True,c11445eea9df2fdf236265aaecc1be45552e06cded845feedcfca69f590badd1,1,DOWNLOADED_VALID,0.165
